Servicio Meteorológico Nacional
Red: SMN
Estación: SANQUINTIN
Estado: Baja California
Municipio: Ensenada
Latitud (N): 30.53166667
Longitud (O): -115.8375
Altitud: 32

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2023-04-02 16:50:00,2023-04-02 22:50:00,307.0,300.0,19.2,28.4,16.7,63,1014.6,0,693,
2023-04-02 16:40:00,2023-04-02 22:40:00,311.0,317.0,17.7,25.9,16.8,62,1014.6,0,725,
2023-04-02 16:30:00,2023-04-02 22:30:00,312.0,293.0,18.7,31,16.8,63,1014.7,0,754,
2023-04-02 16:20:00,2023-04-02 22:20:00,316.0,292.0,19.5,28.8,16.9,62,1014.8,0,784,
2023-04-02 16:10:00,2023-04-02 22:10:00,316.0,294.0,16.7,24.8,16.9,62,1014.9,0,810,
2023-04-02 16:00:00,2023-04-02 22:00:00,311.0,312.0,19.1,27.4,16.9,63,1015.1,0,838,
2023-04-02 15:50:00,2023-04-02 21:50:00,317.0,305.0,18.1,29.5,17.1,62,1015.2,0,860,
2023-04-02 15:40:00,2023-04-02 21:40:00,319.0,306.0,16.4,24.8,17.2,61,1015.4,0,887,
2023-04-02 15:30:00,2023-04-02 21:30:00,304.0,296.0,17.3,26.3,17,62,1015.6,0,868,
2023-04-02 15:20:00,2023-04-02 21:20:00,303.0,323.0,17.7,24.8,17.2,62,1015.7,0,935,
2023-04-02 15:10:00,2023-04-02 21:10:00,311.0,312.0,13.9,23,17.3,61,1015.7,0,927,
2023-04-02 15:00:00,2023-04-02 21:00:00,298.0,300.0,17.4,26.3,16.9,62,1015.8,0,962,
2023-04-02 14:50:00,2023-04-02 20:50:00,302.0,300.0,15.7,26.3,16.8,63,1015.9,0,948,
2023-04-02 14:40:00,2023-04-02 20:40:00,293.0,286.0,17.6,25.2,16.8,64,1015.9,0,981,
2023-04-02 14:30:00,2023-04-02 20:30:00,300.0,288.0,15.7,23,16.8,64,1015.9,0,957,
2023-04-02 14:20:00,2023-04-02 20:20:00,297.0,293.0,15.9,29.2,16.8,65,1016,0,992,
2023-04-02 14:10:00,2023-04-02 20:10:00,296.0,303.0,17.1,22.7,16.8,65,1016.1,0,1022,
2023-04-02 14:00:00,2023-04-02 20:00:00,294.0,268.0,17.1,25.9,16.8,65,1016.2,0,986,
2023-04-02 13:50:00,2023-04-02 19:50:00,303.0,301.0,15.7,23.4,16.9,64,1016.3,0,1000,
2023-04-02 13:40:00,2023-04-02 19:40:00,315.0,295.0,15.5,23,16.7,63,1016.3,0,998,
2023-04-02 13:30:00,2023-04-02 19:30:00,302.0,302.0,15.3,22.7,16.4,65,1016.4,0,997,
2023-04-02 13:20:00,2023-04-02 19:20:00,298.0,295.0,16.3,24.8,16.4,65,1016.5,0,948,
2023-04-02 13:10:00,2023-04-02 19:10:00,303.0,309.0,16.3,24.8,16.8,63,1016.6,0,981,
2023-04-02 13:00:00,2023-04-02 19:00:00,322.0,353.0,13.7,23.8,16.8,63,1016.6,0,974,
2023-04-02 12:50:00,2023-04-02 18:50:00,315.0,321.0,13.7,22.3,16.8,63,1016.7,0,957,
2023-04-02 12:40:00,2023-04-02 18:40:00,308.0,288.0,14.3,24.5,16.6,64,1016.7,0,945,
2023-04-02 12:30:00,2023-04-02 18:30:00,316.0,294.0,12.7,19.4,16.3,65,1016.8,0,926,
2023-04-02 12:20:00,2023-04-02 18:20:00,319.0,341.0,13,21.6,16.1,66,1016.9,0,913,
2023-04-02 12:10:00,2023-04-02 18:10:00,327.0,349.0,12.1,20.2,15.6,68,1016.9,0,905,
2023-04-02 12:00:00,2023-04-02 18:00:00,313.0,309.0,13.8,22.3,15.2,71,1017,0,791,
2023-04-02 11:50:00,2023-04-02 17:50:00,319.0,307.0,12,19.1,15,72,1017.1,0,643,
2023-04-02 11:40:00,2023-04-02 17:40:00,326.0,332.0,11.6,18.4,14.5,74,1017.3,0,584,
2023-04-02 11:30:00,2023-04-02 17:30:00,307.0,347.0,7.9,16.6,14.2,76,1017.4,0,359,
2023-04-02 11:20:00,2023-04-02 17:20:00,315.0,313.0,7.4,15.5,13.9,78,1017.5,0,321,
2023-04-02 11:10:00,2023-04-02 17:10:00,315.0,317.0,8.7,14,13.7,79,1017.4,0,287,
2023-04-02 11:00:00,2023-04-02 17:00:00,320.0,300.0,7.2,12.2,13.6,80,1017.4,0,271,
2023-04-02 10:50:00,2023-04-02 16:50:00,322.0,343.0,7.6,12.2,13.4,81,1017.3,0,261,
2023-04-02 10:40:00,2023-04-02 16:40:00,324.0,309.0,5,8.6,13.2,83,1017.3,0,254,
2023-04-02 10:30:00,2023-04-02 16:30:00,303.0,294.0,7.4,13.7,13,83,1017.4,0,200,
2023-04-02 10:20:00,2023-04-02 16:20:00,304.0,296.0,9.2,14.8,13.2,83,1017.2,0,188,
2023-04-02 10:10:00,2023-04-02 16:10:00,324.0,298.0,5.8,11.5,13.1,84,1017.1,0,277,
2023-04-02 10:00:00,2023-04-02 16:00:00,3.0,319.0,4.3,9.7,12.6,88,1017,0,308,
2023-04-02 09:50:00,2023-04-02 15:50:00,289.0,334.0,6.8,11.9,12.3,94,1017,0,226,
2023-04-02 09:40:00,2023-04-02 15:40:00,282.0,272.0,5.5,9.4,11.9,100,1017,0,213,
2023-04-02 09:30:00,2023-04-02 15:30:00,321.0,316.0,5.3,8.6,11.8,100,1016.9,0,149,
2023-04-02 09:20:00,2023-04-02 15:20:00,246.0,301.0,2.3,4.7,11.8,100,1016.8,0,184,
2023-04-02 09:10:00,2023-04-02 15:10:00,159.0,171.0,2.2,4.3,11.5,100,1016.6,0,143,
2023-04-02 09:00:00,2023-04-02 15:00:00,181.0,186.0,2.1,4,11.2,100,1016.6,0,100,
2023-04-02 08:50:00,2023-04-02 14:50:00,96.0,95.0,2.6,5,11,100,1016.6,0,72,
2023-04-02 08:40:00,2023-04-02 14:40:00,81.0,71.0,3,5.8,10.8,100,1016.6,0,40,
2023-04-02 08:30:00,2023-04-02 14:30:00,62.0,80.0,2.1,4,10.7,100,1016.5,0,21,
2023-04-02 08:20:00,2023-04-02 14:20:00,79.0,64.0,3.2,7.2,10.5,100,1016.4,0,9,
2023-04-02 08:10:00,2023-04-02 14:10:00,64.0,64.0,3.6,7.2,10.4,100,1016.2,0,1,
2023-04-02 08:00:00,2023-04-02 14:00:00,101.0,83.0,3.5,7.2,10.3,100,1016.1,0,0,
2023-04-02 07:50:00,2023-04-02 13:50:00,51.0,103.0,3.5,6.1,10.1,100,1016.1,0,0,
2023-04-02 07:40:00,2023-04-02 13:40:00,50.0,48.0,3.5,6.1,10,100,1016,0,0,
2023-04-02 07:30:00,2023-04-02 13:30:00,93.0,86.0,5,8.6,9.7,100,1015.9,0,0,
2023-04-02 07:20:00,2023-04-02 13:20:00,91.0,95.0,5.5,10.4,9.5,100,1015.7,0,0,
2023-04-02 07:10:00,2023-04-02 13:10:00,86.0,81.0,6.4,11.2,9.3,100,1015.7,0,0,
2023-04-02 07:00:00,2023-04-02 13:00:00,75.0,77.0,6.2,11.9,9.3,100,1015.6,0,0,
2023-04-02 06:50:00,2023-04-02 12:50:00,67.0,58.0,7.1,10.4,9.4,100,1015.6,0,0,
2023-04-02 06:40:00,2023-04-02 12:40:00,77.0,88.0,6.6,11.2,9.7,100,1015.6,0,0,
2023-04-02 06:30:00,2023-04-02 12:30:00,67.0,81.0,4,7.6,10.1,100,1015.6,0,0,
2023-04-02 06:20:00,2023-04-02 12:20:00,52.0,76.0,3.8,6.1,10.5,100,1015.6,0,0,
2023-04-02 06:10:00,2023-04-02 12:10:00,80.0,124.0,2.9,4.7,10.5,100,1015.6,0,0,
2023-04-02 06:00:00,2023-04-02 12:00:00,101.0,101.0,2.4,3.6,10.2,100,1015.6,0,0,
2023-04-02 05:50:00,2023-04-02 11:50:00,67.0,118.0,2.1,3.6,9.9,100,1015.4,0,0,
2023-04-02 05:40:00,2023-04-02 11:40:00,104.0,106.0,4.6,6.8,9.5,100,1015.4,0,0,
2023-04-02 05:30:00,2023-04-02 11:30:00,91.0,98.0,4.2,6.8,9.5,100,1015.2,0,0,
2023-04-02 05:20:00,2023-04-02 11:20:00,49.0,82.0,2.3,5.4,9.9,100,1015.1,0,0,
2023-04-02 05:10:00,2023-04-02 11:10:00,11.0,349.0,0.7,2.2,9.7,100,1015.1,0,0,
2023-04-02 05:00:00,2023-04-02 11:00:00,38.0,85.0,0.9,2.5,9.6,100,1015.2,0,0,
2023-04-02 04:50:00,2023-04-02 10:50:00,73.0,84.0,2.7,5.8,9.7,100,1015.1,0,0,
2023-04-02 04:40:00,2023-04-02 10:40:00,42.0,84.0,1.8,6.5,10,100,1015.2,0,0,
2023-04-02 04:30:00,2023-04-02 10:30:00,15.0,7.0,2.2,4.7,9.9,100,1015.2,0,0,
2023-04-02 04:20:00,2023-04-02 10:20:00,41.0,59.0,3.1,5,9.7,100,1015.2,0,0,
2023-04-02 04:10:00,2023-04-02 10:10:00,62.0,56.0,4.1,7.2,9.5,100,1015.2,0,0,
2023-04-02 04:00:00,2023-04-02 10:00:00,62.0,70.0,4.7,7.9,9.4,100,1015.3,0,0,
2023-04-02 03:50:00,2023-04-02 09:50:00,63.0,71.0,4.7,7.6,9.3,100,1015.3,0,0,
2023-04-02 03:40:00,2023-04-02 09:40:00,57.0,71.0,3.4,5,9.3,100,1015.5,0,0,
2023-04-02 03:30:00,2023-04-02 09:30:00,22.0,3.0,2.5,4.3,9.4,100,1015.7,0,0,
2023-04-02 03:20:00,2023-04-02 09:20:00,22.0,2.0,2.8,5.4,8.8,100,1015.9,0,0,
2023-04-02 03:10:00,2023-04-02 09:10:00,52.0,63.0,3.8,6.1,8.6,100,1016,0,0,
2023-04-02 03:00:00,2023-04-02 09:00:00,57.0,67.0,3.2,6.1,8.4,100,1016.1,0,0,
2023-04-02 02:50:00,2023-04-02 08:50:00,25.0,54.0,0.9,2.2,8.1,100,1016.2,0,0,
2023-04-02 02:40:00,2023-04-02 08:40:00,276.0,237.0,1.8,2.9,8.2,100,1016.3,0,0,
2023-04-02 02:30:00,2023-04-02 08:30:00,31.0,232.0,2,3.6,8.6,100,1016.2,0,0,
2023-04-02 02:20:00,2023-04-02 08:20:00,18.0,17.0,1.5,2.9,8.6,100,1016.3,0,0,
2023-04-02 02:10:00,2023-04-02 08:10:00,37.0,80.0,1.3,4.3,8.9,100,1016.4,0,0,
2023-04-02 02:00:00,2023-04-02 08:00:00,62.0,69.0,2.3,4.7,9.1,100,1016.4,0,0,
2023-04-02 01:50:00,2023-04-02 07:50:00,55.0,71.0,2.2,3.6,9.1,100,1016.4,0,0,
2023-04-02 01:40:00,2023-04-02 07:40:00,35.0,43.0,1.4,3.6,9.3,100,1016.5,0,0,
2023-04-02 01:30:00,2023-04-02 07:30:00,53.0,67.0,3.8,6.5,9.4,100,1016.5,0,0,
2023-04-02 01:20:00,2023-04-02 07:20:00,70.0,71.0,5.2,8.6,9.6,100,1016.6,0,0,
2023-04-02 01:10:00,2023-04-02 07:10:00,51.0,60.0,3.5,6.1,10,100,1016.6,0,0,
2023-04-02 01:00:00,2023-04-02 07:00:00,46.0,45.0,3,5,10.6,100,1016.6,0,0,
2023-04-02 00:50:00,2023-04-02 06:50:00,23.0,47.0,1.3,4,10.7,100,1016.8,0,0,
2023-04-02 00:40:00,2023-04-02 06:40:00,13.0,75.0,0.5,1.8,10.8,99,1017,0,0,
2023-04-02 00:30:00,2023-04-02 06:30:00,43.0,21.0,1.9,3.2,11.1,99,1016.9,0,0,
2023-04-02 00:20:00,2023-04-02 06:20:00,84.0,73.0,3.2,4,11.1,99,1017,0,0,
2023-04-02 00:10:00,2023-04-02 06:10:00,35.0,80.0,1.1,3.6,11.1,97,1016.9,0,0,
2023-04-02 00:00:00,2023-04-02 06:00:00,56.0,8.0,2.2,4,11.3,97,1016.9,0,0,
2023-04-01 23:50:00,2023-04-02 05:50:00,48.0,82.0,2,3.2,11.4,97,1017,0,0,
2023-04-01 23:40:00,2023-04-02 05:40:00,32.0,2.0,1.6,4.3,11.5,96,1017.1,0,0,
2023-04-01 23:30:00,2023-04-02 05:30:00,49.0,6.0,1.9,3.6,11.7,96,1017.1,0,0,
2023-04-01 23:20:00,2023-04-02 05:20:00,350.0,335.0,3.5,6.5,11.8,95,1017.1,0,0,
2023-04-01 23:10:00,2023-04-02 05:10:00,336.0,343.0,4.6,7.2,11.9,96,1017.1,0,0,
2023-04-01 23:00:00,2023-04-02 05:00:00,350.0,341.0,6.2,9.4,12,96,1017.2,0,0,
2023-04-01 22:50:00,2023-04-02 04:50:00,345.0,342.0,7.6,9.7,12.1,96,1017.2,0,0,
2023-04-01 22:40:00,2023-04-02 04:40:00,354.0,353.0,5.8,7.9,12.2,96,1017.2,0,0,
2023-04-01 22:30:00,2023-04-02 04:30:00,338.0,343.0,5.9,10.4,12.3,95,1017.2,0,0,
2023-04-01 22:20:00,2023-04-02 04:20:00,322.0,314.0,5.7,10.8,12.4,95,1017.1,0,0,
2023-04-01 22:10:00,2023-04-02 04:10:00,327.0,344.0,7.6,12.2,12.5,95,1016.9,0,0,
2023-04-01 22:00:00,2023-04-02 04:00:00,327.0,336.0,8.3,15.1,12.6,95,1016.8,0,0,
2023-04-01 21:50:00,2023-04-02 03:50:00,327.0,338.0,8,12.2,12.6,95,1016.8,0,0,
2023-04-01 21:40:00,2023-04-02 03:40:00,312.0,318.0,6.9,10.8,12.8,94,1016.7,0,0,
2023-04-01 21:30:00,2023-04-02 03:30:00,318.0,307.0,6.2,12.6,12.9,93,1016.7,0,0,
2023-04-01 21:20:00,2023-04-02 03:20:00,325.0,338.0,7,12.2,13,92,1016.6,0,0,
2023-04-01 21:10:00,2023-04-02 03:10:00,330.0,334.0,10.8,16.2,13.1,92,1016.6,0,0,
2023-04-01 21:00:00,2023-04-02 03:00:00,320.0,314.0,12.7,21.2,13.2,93,1016.6,0,0,
2023-04-01 20:50:00,2023-04-02 02:50:00,313.0,315.0,13.2,20.9,13.3,93,1016.6,0,0,
2023-04-01 20:40:00,2023-04-02 02:40:00,318.0,315.0,14.3,23,13.4,93,1016.5,0,0,
2023-04-01 20:30:00,2023-04-02 02:30:00,313.0,310.0,13.7,21.2,13.5,92,1016.4,0,0,
2023-04-01 20:20:00,2023-04-02 02:20:00,316.0,309.0,15.6,24.8,13.7,91,1016.3,0,0,
2023-04-01 20:10:00,2023-04-02 02:10:00,311.0,298.0,14.6,23.4,13.9,90,1016.3,0,0,
2023-04-01 20:00:00,2023-04-02 02:00:00,305.0,291.0,16.5,26.6,14.2,87,1016.1,0,0,
2023-04-01 19:50:00,2023-04-02 01:50:00,310.0,316.0,15.7,25.2,14.5,84,1016,0,5,
2023-04-01 19:40:00,2023-04-02 01:40:00,315.0,321.0,18,25.6,14.8,81,1015.8,0,36,
2023-04-01 19:30:00,2023-04-02 01:30:00,318.0,317.0,15.5,24.5,15.1,80,1015.7,0,67,
2023-04-01 19:20:00,2023-04-02 01:20:00,321.0,317.0,16,24.5,15.4,79,1015.6,0,100,
2023-04-01 19:10:00,2023-04-02 01:10:00,310.0,299.0,18,27.7,15.7,77,1015.6,0,134,
2023-04-01 19:00:00,2023-04-02 01:00:00,309.0,305.0,17.5,25.6,15.9,75,1015.5,0,174,
2023-04-01 18:50:00,2023-04-02 00:50:00,310.0,309.0,18.3,27.7,16,75,1015.6,0,215,
2023-04-01 18:40:00,2023-04-02 00:40:00,305.0,296.0,21.1,31.7,16.2,74,1015.6,0,255,
2023-04-01 18:30:00,2023-04-02 00:30:00,311.0,295.0,18.5,30.6,16.6,71,1015.6,0,298,
2023-04-01 18:20:00,2023-04-02 00:20:00,309.0,307.0,17.5,25.2,16.8,69,1015.5,0,341,
2023-04-01 18:10:00,2023-04-02 00:10:00,308.0,299.0,19.8,28.4,17.1,65,1015.4,0,384,
2023-04-01 18:00:00,2023-04-02 00:00:00,312.0,316.0,16.5,25.2,17.3,65,1015.5,0,427,
2023-04-01 17:50:00,2023-04-01 23:50:00,313.0,304.0,17.6,26.3,17.1,65,1015.5,0,466,
2023-04-01 17:40:00,2023-04-01 23:40:00,307.0,311.0,21,34.9,16.9,67,1015.5,0,505,
2023-04-01 17:30:00,2023-04-01 23:30:00,312.0,312.0,22.3,33.1,16.9,67,1015.5,0,542,
2023-04-01 17:20:00,2023-04-01 23:20:00,312.0,303.0,22.6,32.8,17,67,1015.6,0,579,
2023-04-01 17:10:00,2023-04-01 23:10:00,315.0,315.0,20,32,17.1,67,1015.8,0,615,
2023-04-01 17:00:00,2023-04-01 23:00:00,317.0,317.0,23.2,33.1,17.3,65,1015.8,0,649,
2023-04-01 16:50:00,2023-04-01 22:50:00,317.0,301.0,17.7,27.7,17.5,64,1015.9,0,682,
2023-04-01 16:40:00,2023-04-01 22:40:00,309.0,304.0,21.2,33.5,17.3,65,1015.9,0,714,
2023-04-01 16:30:00,2023-04-01 22:30:00,313.0,302.0,20.6,31,17.3,65,1015.9,0,744,
2023-04-01 16:20:00,2023-04-01 22:20:00,309.0,299.0,22,32.8,17.2,66,1016,0,775,
2023-04-01 16:10:00,2023-04-01 22:10:00,311.0,310.0,21.8,31.7,17.2,66,1016.2,0,809,
2023-04-01 16:00:00,2023-04-01 22:00:00,307.0,300.0,22.2,32.8,17.5,65,1016.1,0,829,
2023-04-01 15:50:00,2023-04-01 21:50:00,310.0,295.0,20.8,31.3,17.6,65,1016.2,0,850,
2023-04-01 15:40:00,2023-04-01 21:40:00,313.0,304.0,19.7,29.5,17.9,63,1016.3,0,871,
2023-04-01 15:30:00,2023-04-01 21:30:00,315.0,336.0,17.2,25.6,18.1,62,1016.4,0,890,
2023-04-01 15:20:00,2023-04-01 21:20:00,303.0,294.0,18.6,29.2,18,62,1016.4,0,910,
2023-04-01 15:10:00,2023-04-01 21:10:00,315.0,301.0,18.8,27.7,18.2,60,1016.5,0,926,
2023-04-01 15:00:00,2023-04-01 21:00:00,305.0,293.0,18,26.3,18,59,1016.6,0,941,
2023-04-01 14:50:00,2023-04-01 20:50:00,313.0,295.0,16.8,25.6,17.7,61,1016.7,0,952,
2023-04-01 14:40:00,2023-04-01 20:40:00,303.0,289.0,22.2,31.7,17.4,63,1016.8,0,963,
2023-04-01 14:30:00,2023-04-01 20:30:00,297.0,297.0,20.8,31.3,17.7,61,1016.9,0,970,
2023-04-01 14:20:00,2023-04-01 20:20:00,299.0,274.0,18.2,28.4,17.9,59,1016.9,0,976,
2023-04-01 14:10:00,2023-04-01 20:10:00,295.0,295.0,18.7,28.8,18.1,58,1017,0,981,
2023-04-01 14:00:00,2023-04-01 20:00:00,295.0,297.0,18.1,25.2,18.4,55,1017.2,0,982,
2023-04-01 13:50:00,2023-04-01 19:50:00,301.0,291.0,16.1,23.8,18.8,52,1017.2,0,984,
2023-04-01 13:40:00,2023-04-01 19:40:00,298.0,285.0,15,21.6,18.7,49,1017.2,0,982,
2023-04-01 13:30:00,2023-04-01 19:30:00,297.0,292.0,16,23.4,18.8,48,1017.2,0,980,
2023-04-01 13:20:00,2023-04-01 19:20:00,317.0,299.0,11.6,19.8,19,47,1017.2,0,973,
2023-04-01 13:10:00,2023-04-01 19:10:00,316.0,342.0,12.7,21.6,18.4,50,1017.4,0,965,
2023-04-01 13:00:00,2023-04-01 19:00:00,301.0,288.0,15.3,24.1,18.5,51,1017.5,0,954,
2023-04-01 12:50:00,2023-04-01 18:50:00,298.0,296.0,13.2,18,18.6,49,1017.6,0,941,
2023-04-01 12:40:00,2023-04-01 18:40:00,315.0,319.0,11.3,19.1,18.2,49,1017.6,0,928,
2023-04-01 12:30:00,2023-04-01 18:30:00,323.0,348.0,12.5,19.1,17.8,52,1017.7,0,911,
2023-04-01 12:20:00,2023-04-01 18:20:00,311.0,305.0,13.9,22,17.5,55,1017.7,0,892,
2023-04-01 12:10:00,2023-04-01 18:10:00,314.0,299.0,12.8,22,17.6,51,1017.8,0,873,
2023-04-01 12:00:00,2023-04-01 18:00:00,325.0,349.0,12.8,19.4,17.5,48,1017.8,0,852,
2023-04-01 11:50:00,2023-04-01 17:50:00,316.0,341.0,11.9,18.7,17.4,47,1017.8,0,829,
2023-04-01 11:40:00,2023-04-01 17:40:00,297.0,283.0,14.2,19.4,17.3,49,1017.7,0,803,
2023-04-01 11:30:00,2023-04-01 17:30:00,284.0,270.0,10.9,17.6,17.1,52,1017.7,0,774,
2023-04-01 11:20:00,2023-04-01 17:20:00,286.0,286.0,9.2,18,17,55,1017.6,0,745,
2023-04-01 11:10:00,2023-04-01 17:10:00,319.0,288.0,7.4,13.3,16.9,57,1017.5,0,712,
2023-04-01 11:00:00,2023-04-01 17:00:00,349.0,342.0,3.6,7.6,16.5,58,1017.4,0,685,
2023-04-01 10:50:00,2023-04-01 16:50:00,327.0,332.0,5.4,10.4,16.1,59,1017.3,0,653,
2023-04-01 10:40:00,2023-04-01 16:40:00,326.0,293.0,6.4,10.8,15.5,63,1017.3,0,621,
2023-04-01 10:30:00,2023-04-01 16:30:00,5.0,5.0,6.7,10.4,14.9,68,1017.4,0,588,
2023-04-01 10:20:00,2023-04-01 16:20:00,344.0,354.0,7.3,10.8,14.6,72,1017.4,0,551,
2023-04-01 10:10:00,2023-04-01 16:10:00,334.0,349.0,8.8,14.8,14.4,77,1017.5,0,517,
2023-04-01 10:00:00,2023-04-01 16:00:00,327.0,350.0,8.2,14.8,14.4,79,1017.4,0,453,
2023-04-01 09:50:00,2023-04-01 15:50:00,335.0,346.0,8,12.2,14.5,79,1017.3,0,388,
2023-04-01 09:40:00,2023-04-01 15:40:00,335.0,343.0,4.9,9.7,14.5,79,1017.3,0,384,
2023-04-01 09:30:00,2023-04-01 15:30:00,352.0,301.0,2.1,5.4,14.4,78,1017.1,0,301,
2023-04-01 09:20:00,2023-04-01 15:20:00,35.0,49.0,1.7,2.9,13.5,81,1016.9,0,314,
2023-04-01 09:10:00,2023-04-01 15:10:00,257.0,274.0,1.7,3.6,12.4,85,1016.8,0,276,
2023-04-01 09:00:00,2023-04-01 15:00:00,232.0,272.0,2.2,4,11.3,85,1016.7,0,237,
2023-04-01 08:50:00,2023-04-01 14:50:00,258.0,247.0,3.7,5.4,10.7,84,1016.6,0,200,
2023-04-01 08:40:00,2023-04-01 14:40:00,264.0,257.0,4.1,6.8,10.4,79,1016.5,0,160,
2023-04-01 08:30:00,2023-04-01 14:30:00,336.0,259.0,0.8,4,9.8,80,1016.2,0,122,
2023-04-01 08:20:00,2023-04-01 14:20:00,83.0,76.0,2.3,5,8.6,85,1016.1,0,89,
2023-04-01 08:10:00,2023-04-01 14:10:00,156.0,89.0,2.5,5,7.5,88,1016,0,53,
2023-04-01 08:00:00,2023-04-01 14:00:00,195.0,201.0,1.3,2.2,7,87,1016,0,19,
2023-04-01 07:50:00,2023-04-01 13:50:00,131.0,66.0,2.1,3.6,6.9,87,1015.9,0,0,
2023-04-01 07:40:00,2023-04-01 13:40:00,54.0,64.0,3.5,5.8,7,88,1015.8,0,0,
2023-04-01 07:30:00,2023-04-01 13:30:00,67.0,75.0,2.4,5,7.1,88,1015.8,0,0,
2023-04-01 07:20:00,2023-04-01 13:20:00,71.0,30.0,2.8,4.3,7.2,88,1015.8,0,0,
2023-04-01 07:10:00,2023-04-01 13:10:00,68.0,75.0,4.7,7.2,7.2,88,1015.8,0,0,
2023-04-01 07:00:00,2023-04-01 13:00:00,76.0,77.0,5.6,8.3,7.1,88,1015.9,0,0,
2023-04-01 06:50:00,2023-04-01 12:50:00,80.0,78.0,5,10.1,7.1,89,1016.1,0,0,
2023-04-01 06:40:00,2023-04-01 12:40:00,81.0,88.0,4.8,8.3,7,89,1016,0,0,
2023-04-01 06:30:00,2023-04-01 12:30:00,83.0,82.0,5.4,9.4,7.1,90,1016,0,0,
2023-04-01 06:20:00,2023-04-01 12:20:00,82.0,81.0,7.6,11.2,7.3,91,1016,0,0,
2023-04-01 06:10:00,2023-04-01 12:10:00,76.0,81.0,6.5,10.4,7.4,90,1016.1,0,0,
2023-04-01 06:00:00,2023-04-01 12:00:00,73.0,79.0,6.8,9.7,7.4,89,1016.1,0,0,
2023-04-01 05:50:00,2023-04-01 11:50:00,67.0,73.0,6.7,11.2,7.7,88,1016,0,0,
2023-04-01 05:40:00,2023-04-01 11:40:00,67.0,66.0,7.3,10.1,7.7,87,1016,0,0,
2023-04-01 05:30:00,2023-04-01 11:30:00,60.0,69.0,6.3,9.4,7.5,88,1016,0,0,
2023-04-01 05:20:00,2023-04-01 11:20:00,57.0,66.0,5.6,9.7,7.4,88,1016,0,0,
2023-04-01 05:10:00,2023-04-01 11:10:00,60.0,70.0,5.5,8.3,7.3,88,1016.1,0,0,
2023-04-01 05:00:00,2023-04-01 11:00:00,43.0,68.0,3.4,6.1,6.9,87,1016.2,0,0,
2023-04-01 04:50:00,2023-04-01 10:50:00,33.0,24.0,2,4,7.1,86,1016.2,0,0,
2023-04-01 04:40:00,2023-04-01 10:40:00,53.0,39.0,4.3,6.8,7.2,86,1016.1,0,0,
2023-04-01 04:30:00,2023-04-01 10:30:00,68.0,70.0,5.3,7.9,7.2,86,1016,0,0,
2023-04-01 04:20:00,2023-04-01 10:20:00,62.0,67.0,4.2,7.2,7.3,87,1016.1,0,0,
2023-04-01 04:10:00,2023-04-01 10:10:00,48.0,94.0,2.5,4,7.2,87,1016.1,0,0,
2023-04-01 04:00:00,2023-04-01 10:00:00,330.0,94.0,2.4,3.6,7.2,84,1016.2,0,0,
2023-04-01 03:50:00,2023-04-01 09:50:00,281.0,278.0,5.3,9,7.6,83,1016.2,0,0,
2023-04-01 03:40:00,2023-04-01 09:40:00,23.0,78.0,2.1,6.1,7.8,82,1016.1,0,0,
2023-04-01 03:30:00,2023-04-01 09:30:00,61.0,71.0,3,5.8,7.8,82,1016.2,0,0,
2023-04-01 03:20:00,2023-04-01 09:20:00,23.0,79.0,1.7,5.8,8.2,80,1016.3,0,0,
2023-04-01 03:10:00,2023-04-01 09:10:00,64.0,76.0,5.3,7.6,8.3,80,1016.3,0,0,
2023-04-01 03:00:00,2023-04-01 09:00:00,58.0,72.0,3.4,7.2,8.5,79,1016.5,0,0,
2023-04-01 02:50:00,2023-04-01 08:50:00,47.0,41.0,4.8,6.8,8.6,80,1016.6,0,0,
2023-04-01 02:40:00,2023-04-01 08:40:00,69.0,68.0,6,9,8.5,81,1016.8,0,0,
2023-04-01 02:30:00,2023-04-01 08:30:00,60.0,64.0,5.7,9,8.3,82,1016.9,0,0,
2023-04-01 02:20:00,2023-04-01 08:20:00,59.0,69.0,5.1,8.3,8.4,82,1017,0,0,
2023-04-01 02:10:00,2023-04-01 08:10:00,51.0,45.0,5.7,8.6,8.7,82,1016.9,0,0,
2023-04-01 02:00:00,2023-04-01 08:00:00,65.0,71.0,6.2,8.6,8.8,84,1017,0,0,
2023-04-01 01:50:00,2023-04-01 07:50:00,68.0,78.0,5.9,8.6,8.8,85,1017.2,0,0,
2023-04-01 01:40:00,2023-04-01 07:40:00,65.0,74.0,5.6,8.6,8.9,86,1017.2,0,0,
2023-04-01 01:30:00,2023-04-01 07:30:00,66.0,69.0,6.1,8.6,8.9,87,1017.3,0,0,
2023-04-01 01:20:00,2023-04-01 07:20:00,55.0,72.0,4.5,7.6,9,87,1017.3,0,0,
2023-04-01 01:10:00,2023-04-01 07:10:00,58.0,68.0,5.1,8.3,9.3,87,1017.2,0,0,
2023-04-01 01:00:00,2023-04-01 07:00:00,65.0,68.0,5.3,7.6,9.4,88,1017.3,0,0,
2023-04-01 00:50:00,2023-04-01 06:50:00,76.0,81.0,6.1,7.2,9.4,88,1017.3,0,0,
